Auteur,Degré,Clustering,Centralité Intermédiarité,Excentricité,Domaine_Dominant
Kiyohisa Tanaka,1.0,0.0,0.0,4.0,Machine Learning
T. Miao,9.0,0.0412698412698412,2.612837306514848e-06,4.0,Machine Learning
M. Scarnera,2.5,0.0222222222222222,2.0024388902584178e-07,4.0,Physique (Autre)
Lv Feng,1.5,0.0,1.0584814447156533e-07,4.0,Vision par Ordinateur
K. Pletcher,6.0,0.0652173913043478,5.512933967111167e-07,4.0,Vision par Ordinateur
Maryam Fazel-Zarandi,2.0,0.0357142857142857,2.646598318278848e-08,4.0,Machine Learning
Laura Culp,26.5,0.0808625336927223,5.95581059315009e-06,4.0,Machine Learning
F. E. Marshall,1.5,0.0,1.5071535131028213e-07,4.0,Machine Learning
Chris Rawles,58.0,0.0882221227048813,1.7322874555247836e-05,4.0,Machine Learning
J. Hyland,2.5,0.0,8.881782065373046e-08,4.0,Informatique (Autre)
Junjie Yan,12.0,0.1205673758865248,1.6113322089950088e-06,4.0,Vision par Ordinateur
Frédéric Druillole,24.0,0.1035087719298245,6.3246561694541015e-06,4.0,Machine Learning
Theodore Rothschild,10.5,0.2020905923344947,3.520738687257108e-07,4.0,IA
David Schnurr,10.0,0.1717948717948718,1.4605539035983384e-06,4.0,Informatique (Autre)
Yijia Luo,1.5,0.2,0.0,4.0,Physique (Autre)
B. M. Wynne,6.0,0.0652173913043478,5.512933398676978e-07,4.0,Vision par Ordinateur
B. Sassolas,17.0,0.025460930640913,1.0102669875777792e-05,4.0,Machine Learning
Dingnan Jin,9.0,0.1174603174603174,1.182260461973783e-06,4.0,Vision par Ordinateur
E. D. Hall,16.0,0.0262896825396825,8.668716873216908e-06,4.0,Machine Learning
E. J. Daw,16.5,0.0214452214452214,9.60928991844412e-06,4.0,Machine Learning
Bobby Chen,5.0,0.1,4.30796262662625e-07,4.0,IA
Shuai Yuan,3.0,0.0151515151515151,2.536611987125071e-07,4.0,Vision par Ordinateur
Shaoqiang Xu,3.5,0.1868131868131868,2.0567991754205653e-08,4.0,Traitement du Langage
I. Karpikov,13.0,0.1282051282051282,6.921613476151833e-06,4.0,Physique (Autre)
C. Zhang,30.0,0.0628851540616246,0.0004538230714388,4.0,Machine Learning
Yinghao Sun,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
Yanbin Wang,1.0,0.1666666666666666,0.0,4.0,Ingénierie (Signal)
Olivier Drapier,4.0,0.025,3.336755980853923e-05,4.0,Physique (Autre)
Siyuan Li,17.5,0.081159420289855,1.146757585956948e-05,4.0,Vision par Ordinateur
Zhengying Liu,6.0,0.0869565217391304,2.924685531979776e-06,4.0,Physique (Autre)
Silas Chen,6.5,0.0461538461538461,3.4291865631530527e-06,4.0,Physique (Autre)
Diange Yang,1.0,0.0,0.0,4.0,Vision par Ordinateur
F. Muñoz-Rojas,12.0,0.0425531914893617,3.80813366973598e-06,4.0,Machine Learning
Longyue Tang,2.5,0.0666666666666666,1.2494353995862184e-07,4.0,Vision par Ordinateur
M. A. Gurwell,2.5,0.0,6.040206699253758e-07,4.0,Vision par Ordinateur
Yatian Pei,24.0,0.1035087719298245,6.3246561694541015e-06,4.0,Machine Learning
C. Rajan,15.5,0.0280274986779481,6.961186045373324e-06,4.0,Machine Learning
Zelu Qi,3.5,0.0549450549450549,4.545951526324643e-07,4.0,Autre
Xiangdong Li,4.5,0.0522875816993464,1.8889672901423184e-06,4.0,Physique (Autre)
Jianwei Zhang,4.5,0.0392156862745098,1.1948445717280263e-05,4.0,Vision par Ordinateur
Shilin Chen,1.0,0.1666666666666666,0.0,4.0,Traitement du Langage
Hang Yin,2.0,0.0357142857142857,3.1227301633407485e-08,4.0,Statistiques (Autre)
Chongyang Ren,15.0,0.1112994350282485,4.739301402878482e-06,4.0,Physique (Autre)
Shenglong Ye,9.5,0.1009957325746799,9.278252832700672e-07,4.0,Machine Learning
Bernd Konrad,3.5,0.0219780219780219,1.899694211715541e-06,4.0,Physique (Autre)
A. M. Tapia Casanova,7.0,0.0529100529100529,1.5753297475384898e-06,4.0,Machine Learning
Hannah Richstein,4.5,0.0392156862745098,3.9113638194976375e-06,4.0,Autre
James Diffenderfer,43.0,0.0414116687066503,0.0036607701331377,4.0,Maths (Autre)
Rishabh Joshi,65.0,0.077992277992278,3.688340075314045e-05,4.0,Machine Learning
Zenglin Xu,3.0,0.0606060606060606,5.67149868402339e-07,4.0,Machine Learning
Julien Girard,6.0,0.0507246376811594,1.7597976693650708e-06,4.0,Maths (Autre)
E. Blaufuss,8.0,0.0241935483870967,1.0922835826931987e-06,4.0,Machine Learning
Chang-Seong Moon,3.0,0.0151515151515151,5.557933945965488e-06,4.0,Physique (Autre)
Rafael Alves Batista,6.5,0.0215384615384615,1.6205036445171572e-05,4.0,Physique (Autre)
Jianfeng Chi,8.0,0.0786290322580645,1.1154123058076948e-05,4.0,Machine Learning
Brendan Hurst,6.0,0.0507246376811594,1.7597976693650708e-06,4.0,Maths (Autre)
Bifang Liu,1.0,0.0,5.325089347252288e-08,4.0,IA
Sang Park,13.0,0.0497737556561085,5.963759576843586e-06,4.0,Informatique (Autre)
Stanislav Fort,61.5,0.0821635971461755,4.21069489675574e-05,4.0,Machine Learning
Jiawen Shi,5.5,0.2207792207792207,1.8308403681999152e-08,4.0,Traitement du Langage
David W. Romero,4030.0,7.331483259510493e-05,0.015954352915287,4.0,Machine Learning
P. J. Veitch,17.0,0.025460930640913,1.0102669875777792e-05,4.0,Machine Learning
R. Q. Ma,13.5,0.1069182389937107,1.6396327282564016e-06,4.0,Vision par Ordinateur
Rodrigo G. Cortiñas,6.5,0.0461538461538461,3.4291858810320264e-06,4.0,Physique (Autre)
Lu Yu,9.5,0.1137980085348506,1.0378120123277768e-06,4.0,Vision par Ordinateur
Rachel Cooper,6.0,0.0507246376811594,1.7597976693650708e-06,4.0,Maths (Autre)
Tomas Tmej,24.0,0.1035087719298245,6.3246561694541015e-06,4.0,Machine Learning
M. Marshak,7.5,0.0505747126436781,1.6805596487756702e-06,4.0,Machine Learning
Gangzeng Jin,2.0,0.1785714285714285,4.3846664077307196e-09,4.0,Physique (Autre)
Cong Yu,5.0,0.1210526315789473,8.324188911501551e-07,4.0,Machine Learning
W. Bian,12.5,0.1379591836734693,1.2995269571547396e-06,4.0,Physique (Autre)
N. Yin,12.5,0.1379591836734693,1.2995269571547396e-06,4.0,Physique (Autre)
Shengzhe Wang,1.5,0.0666666666666666,9.649642151998705e-08,4.0,Physique (Autre)
Christopher Toukmaji,24.5,0.1647380601725226,5.813914413010934e-06,4.0,Machine Learning
Zhonghui Wang,6.0,0.1195652173913043,1.0093132374322525e-07,4.0,Maths (Autre)
Yangshijie Xu,5.0,0.0631578947368421,3.573106823751005e-07,4.0,Traitement du Langage
Ashley Maloney,9.0,0.0412698412698412,7.570479738205904e-06,4.0,Maths (Autre)
Melissa Burke,18.5,0.090707145501666,6.287254109338392e-06,4.0,Machine Learning
Anelia Angelova,58.0,0.0882221227048813,1.732288183120545e-05,4.0,Machine Learning
Ankit Singh,24.5,0.1647380601725226,5.813915777252987e-06,4.0,Machine Learning
Luyuan Zheng,2.5,0.0666666666666666,1.2494353995862184e-07,4.0,Vision par Ordinateur
M. Orienti,2.5,0.0,1.9024078028451184e-06,4.0,Vision par Ordinateur
Benjamin Vigneron,7.5,0.0528735632183908,1.2196358511573637e-05,4.0,Machine Learning
Li Song,4.0,0.0416666666666666,8.06886532700446e-07,4.0,Traitement du Langage
Caden Lu,59.5,0.0852037017338581,3.269251828896813e-05,4.0,Machine Learning
Jean-Baptiste Lespiau,65.0,0.0774873774873774,5.555389725486748e-05,4.0,Machine Learning
Eve J. Y. Lo,24.5,0.1647380601725226,5.813915777252987e-06,4.0,Machine Learning
Peter Behroozi,4.0,0.025,1.3525936992664356e-06,4.0,Machine Learning
Raymond Simons,1.0,0.0,9.091554176166029e-08,4.0,Vision par Ordinateur
Xu-hui Han,4.5,0.130718954248366,1.562542166766434e-07,4.0,Vision par Ordinateur
I. Consigny,4.0,0.05,2.238405443222291e-07,4.0,Physique (Autre)
Zhixin,58.0,0.0882221227048813,1.7322874555247836e-05,4.0,Machine Learning
Ze Wang,3.5,0.0879120879120879,2.2142990019347053e-07,4.0,Machine Learning
J. Yang,15.0,0.0576271186440678,3.3946766052395105e-05,4.0,Vision par Ordinateur
Jiepu Jiang,64.0,0.079626225490196,2.948077053588349e-05,4.0,Machine Learning
Yaroslav Akulov,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
Stanislaw Barzowski,24.5,0.1647380601725226,5.813915777252987e-06,4.0,Machine Learning
Vignesh Ramanathan,7.5,0.0804597701149425,1.2707385394605808e-05,4.0,Machine Learning
D. vom Bruch,12.0,0.0425531914893617,3.808133214988629e-06,4.0,Machine Learning
K. Kwan,7.5,0.0666666666666666,1.1673148492263865e-06,4.0,Vision par Ordinateur
Tim Mitchison,1.0,0.0,1.728274696688459e-07,4.0,Informatique (Autre)
Zhenyuan Zhang,1.5,0.0666666666666666,6.932479834631522e-08,4.0,Traitement du Langage
Zihan Xu,3.5,0.1208791208791208,1.918689207514035e-07,4.0,Traitement du Langage
Rajat Maheshwari,24.5,0.1647380601725226,5.813914867758285e-06,4.0,Machine Learning
S. Rowan,17.0,0.025460930640913,1.0102669875777792e-05,4.0,Machine Learning
Beth Tsai,26.0,0.0830843913368185,4.965663720213343e-06,4.0,Machine Learning
Zhiqin Yang,1.5,0.0666666666666666,2.880127425441969e-08,4.0,Physique (Autre)
Co Giang,8.0,0.0846774193548387,1.7280142401432386e-06,4.0,Machine Learning
C. D. Panzer,3.0,0.0,2.2020056178462255e-07,4.0,Machine Learning
Nicholas Crispino,1.5,0.2,0.0,4.0,Physique (Autre)
Shashank Viswanadha,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
Xinqi Huang,1.5,0.0666666666666666,0.0,4.0,Physique (Autre)
James B. Simon,10.5,0.2020905923344947,3.520738687257108e-07,4.0,IA
Tsing Li,1.5,0.0,3.5961502220516195e-08,4.0,Traitement du Langage
Anima Singh,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
J. V. Mead,8.0,0.0241935483870967,1.881605498965655e-06,4.0,Machine Learning
Jiang Pan,6.0,0.1195652173913043,1.0093132374322525e-07,4.0,Maths (Autre)
D. V. Martynov,16.0,0.0262896825396825,8.668716873216908e-06,4.0,Machine Learning
Ye Du,3.5,0.0879120879120879,3.3075838956619925e-08,4.0,Machine Learning
Karsten Danzmann,2.0,0.0,3.322489874335588e-06,4.0,Physique (Autre)
Kunal Lad,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
Sneha Priscilla Makini,10.5,0.2020905923344947,3.520738687257108e-07,4.0,IA
Maurits van der Grinten,3.0,0.0151515151515151,2.910723821969441e-07,4.0,Physique (Autre)
V. Cavallini,12.0,0.0425531914893617,3.808133214988629e-06,4.0,Machine Learning
Mahdis Mahdieh,64.0,0.079626225490196,2.94807741738623e-05,4.0,Machine Learning
Maxim Markevitch,8.5,0.0427807486631016,6.280166417127475e-05,4.0,Vision par Ordinateur
Zhen Liu,1438.0,0.0028566719605394,0.0104992967098951,4.0,Autre
Qihan Ren,4.5,0.1111111111111111,1.7563985466040324e-07,4.0,Machine Learning
F. U. Bernlochner,6.5,0.0369230769230769,1.0481795698069618e-06,4.0,Informatique (Autre)
Xin Guan,4.0,0.15,3.241450201585394e-07,4.0,Physique (Autre)
Wengang Zhou,1.5,0.1333333333333333,2.241028029814629e-09,4.0,Maths (Autre)
Weixiang Sun,2.0,0.1071428571428571,5.663455340254586e-07,4.0,Vision par Ordinateur
Anton Älgmyr,26.0,0.0830843913368185,4.965663720213343e-06,4.0,Machine Learning
Marco Giammarchi,26.5,0.0887690925426774,7.401881157420576e-05,4.0,Physique (Autre)
Sarthak Mittal,2430.0,0.0023427023644238,0.0014138724654912,4.0,Machine Learning
Rahul K. Arora,5.5,0.1991341991341991,7.637530785586932e-08,4.0,Machine Learning
Hong-Fei Zhang,1.5,0.1333333333333333,0.0,4.0,Autre
Hongyu Jia,1.0,0.0,9.389059307807202e-09,4.0,IA
Fei Yuan,5.0,0.1,1.794475394945039e-07,4.0,Vision par Ordinateur
J. C. Martins,7.5,0.0666666666666666,1.167314962913224e-06,4.0,Vision par Ordinateur
Kegeng Wu,2.5,0.0888888888888888,3.165708051255933e-08,4.0,Réseaux de Neurones
G. Intini,8.5,0.0089126559714795,1.934899955813308e-06,4.0,Machine Learning
Hongbin Zhang,2.5,0.1111111111111111,4.772205670633412e-07,4.0,Maths (Autre)
Yiming Wang,61.0,0.0810227349389462,8.230189996538684e-05,4.0,Machine Learning
Hui Zhan,1.5,0.0,4.415000365298738e-09,4.0,Informatique (Autre)
Deqing Fang,12.5,0.0914285714285714,2.5838196961558424e-05,4.0,Physique (Autre)
Zechun Liu,2.5,0.0666666666666666,1.710695323708933e-05,4.0,Machine Learning
Jingyun Tian,8.5,0.1283422459893048,6.578385409738985e-07,4.0,Vision par Ordinateur
Mudit Verma,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
Kleopatra Chatziprimou,58.0,0.0882221227048813,1.7322878193226643e-05,4.0,Machine Learning
Allen Baranov,24.5,0.1647380601725226,5.813915322505636e-06,4.0,Machine Learning
Yun-Long Zhang,7.0,0.1613756613756613,2.029353112220633e-07,4.0,Physique (Autre)
Gerben Sewuster,24.5,0.1647380601725226,5.813915777252987e-06,4.0,Machine Learning
Donghang Wu,3.0,0.0757575757575757,1.2310030683693185e-07,4.0,Maths (Autre)
David Vazquez,2820.0,9.941276671200292e-05,0.0112668983638286,4.0,Vision par Ordinateur
Guihong Huang,24.0,0.1035087719298245,6.3246561694541015e-06,4.0,Machine Learning
Leonard Lausen,19.0,0.0863157894736842,7.118130724848015e-06,4.0,Machine Learning
Wanghan Xu,7.5,0.0919540229885057,7.865779707572074e-07,4.0,Vision par Ordinateur
I. Diachkov,12.0,0.0425531914893617,3.80813366973598e-06,4.0,Machine Learning
Kai Zhai,0.5,0.0,0.0,4.0,Physique (Autre)
C. Vorvick,12.0,0.0115248226950354,4.444037585926708e-06,4.0,Machine Learning
M. Ferrillo,15.0,0.0327683615819209,5.241775852482533e-06,4.0,Machine Learning
Xianglong Kong,2.0,0.1785714285714285,2.002477828000337e-08,4.0,IA
R. S. Ottens,3.5,0.0109890109890109,6.367138780660753e-07,4.0,Informatique (Autre)
Kaushik Bar,24.5,0.1647380601725226,5.813915777252987e-06,4.0,Machine Learning
Liqun Deng,1.0,0.1666666666666666,0.0,4.0,Maths (Autre)
F. A. Castaño,6.0,0.0652173913043478,5.512933967111167e-07,4.0,Vision par Ordinateur
Marc Rafelski,4.0,0.0166666666666666,3.762546157304314e-06,4.0,Physique (Autre)
Filippo D'Ammando,8.0,0.034274193548387,1.8819004253600724e-05,4.0,Vision par Ordinateur
E. Cesarini,17.0,0.025460930640913,1.0102669875777792e-05,4.0,Machine Learning
L. Ciupik,1.0,0.0,1.658548427485585e-07,4.0,Informatique (Autre)
O. Patane,7.5,0.0666666666666666,1.167314962913224e-06,4.0,Vision par Ordinateur
Matt Knight,8.5,0.2192513368983957,7.625125704180391e-07,4.0,Informatique (Autre)
Alex Filippenko,4.5,0.1176470588235294,2.5551353246555664e-05,4.0,Physique (Autre)
Rui Pan,28.5,0.135537959944108,5.8459296269575134e-05,4.0,Machine Learning
Lin Zhou,5.0,0.0105263157894736,1.4013778127264231e-05,4.0,Statistiques (Autre)
Wang,61.5,0.0814335490293678,0.0001814936113078,4.0,Machine Learning
Matthew Hopkins,8.0,0.0846774193548387,1.7280141264564008e-06,4.0,Machine Learning
Tian Tian,2.0,0.2142857142857142,0.0,4.0,Autre
Bai-Chuan Ren,2.0,0.1071428571428571,0.0,4.0,Vision par Ordinateur
Xuan Wen,4.0,0.0583333333333333,1.5575234613152136e-07,4.0,Maths (Autre)
S. S. Premachandra,1.5,0.0,5.855685714095672e-08,4.0,IA
R. A. Cameron,3.5,0.0,9.675479759607697e-07,4.0,Maths (Autre)
Min Choi,58.0,0.0882221227048813,1.7322878193226643e-05,4.0,Machine Learning
Haoming Cai,2.0,0.0714285714285714,7.33494598392781e-10,4.0,Traitement du Langage
Haoyan Xu,1.0,0.0,1.8895189413115083e-08,4.0,Vision par Ordinateur
Mikhail Strizh,23.0,0.1063067367415193,4.776463356392924e-06,4.0,Machine Learning
David G. Rand,1.5,0.1333333333333333,0.0,4.0,Informatique (Autre)
Xudong Kang,9.0,0.1015873015873015,3.3710209663695423e-06,4.0,Machine Learning
A. Frey,7.0,0.037037037037037,5.585468898061663e-06,4.0,Informatique (Autre)
G. Casarosa,6.5,0.0369230769230769,1.0481796834937995e-06,4.0,Informatique (Autre)
Flavien Prost,64.5,0.0788465598889994,3.0012895877007395e-05,4.0,Machine Learning
Salem Lahlou,47.5,0.0106934001670843,0.0002077523095067,4.0,Informatique (Autre)
Shengding Hu,7.5,0.1563218390804597,6.510391017400252e-07,4.0,Machine Learning
Kaustubh Agashe,5.5,0.0432900432900432,5.774687451776117e-06,4.0,Informatique (Autre)
A. Cuoco,1.5,0.0,3.805847654803074e-07,4.0,Vision par Ordinateur
Mani Khanuja,18.5,0.090707145501666,6.287253654591041e-06,4.0,Machine Learning
A. Virtuoso,6.0,0.0072463768115942,8.580834673921345e-07,4.0,Informatique (Autre)
Rong Xiao,1.0,0.0,0.0,4.0,Autre
Wei Wang,90.0,0.0590374497059733,0.001852205954492,4.0,Machine Learning
Charles Wang,6.5,0.12,1.2757441254507285e-06,4.0,Autre
Jianhua Zhu,3.5,0.1868131868131868,2.0567991754205653e-08,4.0,Traitement du Langage
Siheng Li,1.5,0.1333333333333333,0.0,4.0,Physique (Autre)
Aiesha Letman,6.5,0.1015384615384615,1.0457879398018122e-06,4.0,Machine Learning
Tomer Volansky,2.0,0.0357142857142857,4.7472838105022674e-07,4.0,Physique (Autre)
Zihao Yu,10.5,0.0754936120789779,2.0484171727730427e-06,4.0,Maths (Autre)
Karen Masters,2.0,0.0357142857142857,6.813615982537158e-07,4.0,Machine Learning
Lei Shu,60.0,0.0835774058577405,0.0005810507573187,4.0,Machine Learning
Tianrui Guan,5.5,0.2207792207792207,1.8308403681999152e-08,4.0,Traitement du Langage
E. J. Knox,5.5,0.0779220779220779,2.028188959002364e-07,4.0,Vision par Ordinateur
Alon Amit,24.5,0.1647380601725226,5.813915322505636e-06,4.0,Machine Learning
Timothy Wu,24.5,0.1647380601725226,5.813915777252987e-06,4.0,Machine Learning
Alex Woodcock,2.5,0.0222222222222222,1.489293026679661e-07,4.0,Maths (Autre)
A. W. Muir,5.0,0.0157894736842105,7.794241696501558e-07,4.0,Machine Learning
W. J. Percival,3.5,0.0109890109890109,5.319017873262055e-06,4.0,Machine Learning
Shahaf Bassan,1.5,0.0666666666666666,6.59765078125929e-08,4.0,Traitement du Langage
M. Ceasar,2.5,0.0,8.456139966028786e-08,4.0,Informatique (Autre)
B. Gao,12.5,0.1379591836734693,1.2995269571547396e-06,4.0,Physique (Autre)
Eric Smith,6.5,0.043076923076923,3.571398792701075e-06,4.0,Maths (Autre)
S. M. Ali Eslami,25.5,0.0850320326150262,1.993128353205975e-05,4.0,Machine Learning
Alessandro Montella,6.0,0.1123188405797101,6.719635052832018e-07,4.0,Autre
C. X. Yue,13.5,0.1069182389937107,1.639632614569564e-06,4.0,Vision par Ordinateur
Prasanna Sattigeri,8.5,0.1158645276292335,5.350370338419452e-05,4.0,Machine Learning
Shuyao Zhou,2.0,0.0714285714285714,2.7717398154436523e-08,4.0,Économie
X. L. Guo,12.5,0.1379591836734693,1.2995269571547396e-06,4.0,Physique (Autre)
Florian Krebs,18.5,0.090707145501666,6.287254109338392e-06,4.0,Machine Learning
Shengli Sun,1.0,0.0,5.325089347252288e-08,4.0,IA
Gregor Janson,3.5,0.0219780219780219,1.899694098028704e-06,4.0,Physique (Autre)
Aviv Regev,2.5,0.0666666666666666,1.4377276329469169e-06,4.0,Informatique (Autre)
Maribeth Rauh,29.5,0.0734463276836158,1.0747304258984514e-05,4.0,Machine Learning
Tim Moon,4.5,0.0784313725490196,5.681224865838885e-05,4.0,Machine Learning
Jeya Maria Jose Valanarasu,1.0,0.1666666666666666,0.0,4.0,Vision par Ordinateur
J. S. Key,16.0,0.0262896825396825,8.66871778271161e-06,4.0,Machine Learning
Alessia Franchini,7.0,0.0291005291005291,7.996255817488418e-07,4.0,Vision par Ordinateur
Emma Rodman,24.5,0.1647380601725226,5.813915322505636e-06,4.0,Machine Learning
Alexandra Belias,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
I. Cordero-Carrión,13.0,0.030920060331825,5.609611434920225e-06,4.0,Informatique (Autre)
Lei Cao,2.0,0.0,1.692573050604551e-07,4.0,Machine Learning
T. T. Chang,13.0,0.1085972850678733,1.4488407487078805e-06,4.0,Vision par Ordinateur
Can Xu,4.5,0.0457516339869281,2.0907298221573e-06,4.0,Machine Learning
Ge Wang,3.5,0.0549450549450549,2.550906629039673e-06,4.0,Physique (Autre)
M. N. Mazziotta,4.0,0.0,3.232484687032411e-06,4.0,IA
Wenzhuo Jia,3.0,0.0454545454545454,1.301136052234142e-07,4.0,Maths (Autre)
Pranav Nair,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
Safeer Hussain,24.0,0.1035087719298245,6.3246561694541015e-06,4.0,Machine Learning
Linda R. Valerio,2.5,0.0222222222222222,1.9130968098579615e-07,4.0,Physique (Autre)
Amy Lo,6.0,0.0507246376811594,1.7597976693650708e-06,4.0,Maths (Autre)
Pradeep Natarajan,18.5,0.090707145501666,6.287254109338392e-06,4.0,Machine Learning
Hossein Mirzaei,0.5,0.0,0.0,4.0,Machine Learning
Soumen Koley,3.5,0.0219780219780219,1.899694098028704e-06,4.0,Physique (Autre)
Lin Nie,18.5,0.1155127730470196,1.1395620276744012e-05,4.0,Maths (Autre)
Scott Lessans,5.5,0.1991341991341991,7.637530785586932e-08,4.0,Machine Learning
Liyan Tang,1.5,0.0666666666666666,1.8134136325898e-07,4.0,Physique (Autre)
K. Fang,15.5,0.1025912215758857,3.833886876236648e-05,4.0,Physique (Autre)
T. E. Müller-Bravo,1.5,0.0666666666666666,1.832852518646177e-07,4.0,Autre
Chaoyi Li,1.0,0.1666666666666666,0.0,4.0,Machine Learning
Cong Xie,1.0,0.1666666666666666,0.0,4.0,Traitement du Langage
Wenyue Hua,3.0,0.0909090909090909,3.555630314622249e-07,4.0,Machine Learning
Shuhao Zhang,1.5,0.0,1.778210219072207e-07,4.0,Machine Learning
Steven Basart,6.0,0.1884057971014492,2.834369183801755e-07,4.0,Machine Learning
Vittorio Castelli,1.0,0.1666666666666666,0.0,4.0,Machine Learning
G. Barenboim,7.5,0.0505747126436781,1.6805596487756702e-06,4.0,Machine Learning
Lingyi Hong,2.5,0.0666666666666666,3.474227980859723e-07,4.0,Machine Learning
Massimo Della Valle,1.0,0.0,9.90718149296299e-07,4.0,Informatique (Autre)
Lishui Zhou,21.0,0.112736660929432,3.52912593371002e-06,4.0,Physique (Autre)
Lei Zhou,3.5,0.0879120879120879,3.316313552659267e-07,4.0,Maths (Autre)
E. J. Wang,6.5,0.0892307692307692,2.6569941269372066e-07,4.0,Vision par Ordinateur
Z. B. Etienne,8.0,0.0141129032258064,1.300233748224855e-06,4.0,Informatique (Autre)
Yizhou Wang,7.5,0.0827586206896551,4.348657967057079e-06,4.0,Machine Learning
Peng Sun,5.0,0.0578947368421052,3.506375776396453e-07,4.0,Autre
Rui Min,3.5,0.1758241758241758,1.971021106328409e-07,4.0,Physique (Autre)
Weilong Chai,3.0,0.1212121212121212,6.978848432481757e-08,4.0,Maths (Autre)
Vishnupriya Puthiya Veettil,3.5,0.0219780219780219,1.899694098028704e-06,4.0,Physique (Autre)
Karthikeyan Natesan Ramamurthy,4.0,0.0583333333333333,1.825173421821092e-05,4.0,Machine Learning
Kallol Krishna Karmakar,4.0,0.2333333333333333,0.0,4.0,Machine Learning
Manolis Delakis,58.0,0.0882221227048813,1.732287637423724e-05,4.0,Machine Learning
